Player Name,Runs,BF,4s,6s,SR,Pos,Dismissal,Inns,Match Type,Opposition,Ground
Shivam Dube,31,35,1,1,88.57,5,not out,2,T20I,U.S.A.,New York
Shreyas Iyer,27,29,2,0,93.1,6,bowled,1,Test,Australia,Nagpur
Shreyas Iyer,31,84,0,0,36.9,6,bowled,2,Test,Australia,Nagpur
Shreyas Iyer,0,7,0,0,0,6,lbw,1,Test,Australia,Delhi
Shreyas Iyer,17,58,0,0,29.31,6,caught,2,Test,Australia,Delhi
Shreyas Iyer,44,88,3,0,50,6,bowled,1,Test,Australia,Indore
Shreyas Iyer,26,102,2,0,25.49,6,lbw,2,Test,Australia,Indore
Shreyas Iyer,42,105,4,0,40,6,lbw,1,Test,Australia,Ahmedabad
Shreyas Iyer,25,53,3,0,47.16,6,bowled,2,Test,Australia,Ahmedabad
Shreyas Iyer,24,39,2,0,61.53,4,caught,1,ODI,Bangladesh,Mirpur
Shreyas Iyer,82,102,6,3,80.39,3,caught,2,ODI,Bangladesh,Mirpur
Shreyas Iyer,3,6,0,0,50,4,caught,1,ODI,Bangladesh,Chattogram
Shreyas Iyer,86,192,10,0,44.79,6,bowled,1,Test,Bangladesh,Chattogram
Shreyas Iyer,26,70,3,0,37.14,6,lbw,2,Test,Bangladesh,Chattogram
Shreyas Iyer,14,28,2,0,50,6,caught,1,Test,Bangladesh,Mirpur
Shreyas Iyer,13,23,2,0,56.52,6,caught,2,Test,Bangladesh,Mirpur
Shreyas Iyer,15,11,3,0,136.36,6,caught,1,Test,England,Birmingham
Shreyas Iyer,19,26,3,0,73.07,6,caught,3,Test,England,Birmingham
Shreyas Iyer,28,23,0,2,121.73,5,caught,2,T20I,England,Nottingham
Shreyas Iyer,13,9,1,1,144.44,4,hit wicket,1,T20I,New Zealand,Mount Maunganui
Shreyas Iyer,0,1,0,0,0,4,caught,2,T20I,New Zealand,Napier
Shreyas Iyer,80,76,4,4,105.26,3,caught,1,ODI,New Zealand,Auckland
Shreyas Iyer,49,59,8,0,83.05,3,caught,1,ODI,New Zealand,Christchurch
Shreyas Iyer,8,8,0,0,100,6,bowled,1,ODI,New Zealand,Hyderabad
Shreyas Iyer,28,29,3,0,96.55,6,caught,1,ODI,New Zealand,Raipur
Shreyas Iyer,66,63,3,1,104.76,6,caught,2,ODI,New Zealand,Indore
Shreyas Iyer,17,17,1,0,100,5,caught,2,ODI,South Africa,Paarl
Shreyas Iyer,11,14,0,0,78.57,5,lbw,1,ODI,South Africa,Paarl
Shreyas Iyer,26,34,2,0,76.47,5,caught,2,ODI,South Africa,Cape Town
Shreyas Iyer,36,27,1,3,133.33,3,bowled,1,T20I,South Africa,Delhi
Shreyas Iyer,40,35,2,2,114.28,3,caught,1,T20I,South Africa,Cuttack
Shreyas Iyer,14,11,0,2,127.27,3,caught,1,T20I,South Africa,Visakhapatnam
Shreyas Iyer,4,2,1,0,200,3,lbw,1,T20I,South Africa,Rajkot
Shreyas Iyer,0,1,0,0,0,3,not out,1,T20I,South Africa,Bengaluru
Shreyas Iyer,1,4,0,0,25,3,lbw,2,T20I,South Africa,Indore
Shreyas Iyer,50,37,8,0,135.13,5,caught,2,ODI,South Africa,Lucknow
Shreyas Iyer,113,111,15,0,101.8,4,not out,2,ODI,South Africa,Ranchi
Shreyas Iyer,28,23,3,2,121.73,4,not out,2,ODI,South Africa,Delhi
Shreyas Iyer,57,28,5,2,203.57,3,not out,1,T20I,Sri Lanka,Lucknow
Shreyas Iyer,74,44,6,4,168.18,3,not out,2,T20I,Sri Lanka,Dharamsala
Shreyas Iyer,73,45,9,1,162.22,3,not out,2,T20I,Sri Lanka,Dharamsala
Shreyas Iyer,27,48,3,0,56.25,6,lbw,1,Test,Sri Lanka,Mohali
Shreyas Iyer,92,98,10,4,93.87,6,stumped,1,Test,Sri Lanka,Bengaluru
Shreyas Iyer,67,87,9,0,77.01,6,lbw,3,Test,Sri Lanka,Bengaluru
Shreyas Iyer,28,20,2,0,140,4,caught,1,ODI,Sri Lanka,Guwahati
Shreyas Iyer,72,82,11,0,87.8,4,caught,1,ODI,Sri Lanka,Kolkata
Shreyas Iyer,113,87,15,1,129.88,4,bowled,2,ODI,Sri Lanka,Thiruvananthapuram
Shreyas Iyer,80,111,9,0,72.07,4,caught,1,ODI,West Indies,Ahmedabad
Shreyas Iyer,25,16,4,0,156.25,3,caught,1,T20I,West Indies,Eden Gardens
Shreyas Iyer,54,57,5,2,94.73,3,caught,1,ODI,West Indies,Port of Spain
Shreyas Iyer,63,71,4,1,88.73,3,lbw,2,ODI,West Indies,Port of Spain
Shreyas Iyer,44,34,4,1,129.41,3,caught,1,ODI,West Indies,Port of Spain
Shreyas Iyer,0,4,0,0,0,3,caught,1,T20I,West Indies,Tarouba
Shreyas Iyer,10,11,0,1,90.9,3,caught,1,T20I,West Indies,Basseterre
Shreyas Iyer,24,27,2,0,88.88,3,stumped,2,T20I,West Indies,Basseterre
Shreyas Iyer,64,40,8,2,160,2,caught,1,T20I,West Indies,Lauderhill
Shubman Gill,23,12,5,0,191.66,2,stumped,2,T20I,Afghanistan,Mohali
Shubman Gill,21,18,3,0,116.66,2,caught,1,Test,Australia,Indore
Shubman Gill,5,15,0,0,33.33,2,bowled,3,Test,Australia,Indore
Shubman Gill,128,235,12,1,54.46,2,lbw,2,Test,Australia,Ahmedabad
Shubman Gill,20,31,3,0,64.51,2,caught,2,ODI,Australia,Wankhede
Shubman Gill,0,2,0,0,0,2,caught,1,ODI,Australia,Visakhapatnam
Shubman Gill,37,49,4,1,75.51,2,lbw,2,ODI,Australia,Chennai
Shubman Gill,13,15,2,0,86.66,2,bowled,2,Test,Australia,The Oval
Shubman Gill,18,19,2,0,94.73,2,caught,4,Test,Australia,The Oval
Shubman Gill,74,63,6,2,117.46,2,bowled,2,ODI,Australia,Mohali
Shubman Gill,104,97,6,4,107.21,2,caught,1,ODI,Australia,Indore
Shubman Gill,4,7,0,0,57.14,2,caught,1,ODI,Australia,Ahmedabad
Shubman Gill,121,133,8,5,90.97,2,caught,2,ODI,Bangladesh,Colombo (RPS)
Shubman Gill,53,55,5,2,96.36,2,caught,2,ODI,Bangladesh,Pune
Shubman Gill,9,13,1,0,69.23,2,bowled,1,ODI,England,Lucknow
Shubman Gill,23,66,2,0,34.84,3,caught,2,Test,England,Hyderabad
Shubman Gill,0,2,0,0,0,3,caught,4,Test,England,Hyderabad
Shubman Gill,34,46,5,0,73.91,3,caught,1,Test,England,Visakhapatnam
Shubman Gill,104,147,11,2,70.74,3,caught,3,Test,England,Visakhapatnam
Shubman Gill,0,9,0,0,0,3,caught,1,Test,England,Rajkot
Shubman Gill,91,151,9,2,60.26,3,run out,3,Test,England,Rajkot
Shubman Gill,38,65,6,0,58.46,3,lbw,2,Test,England,Ranchi
Shubman Gill,52,124,0,2,41.93,3,not out,4,Test,England,Ranchi
Shubman Gill,110,150,12,5,73.33,3,bowled,2,Test,England,Dharamsala
Shubman Gill,67,62,8,1,108.06,2,not out,2,ODI,Nepal,Pallekele
Shubman Gill,51,32,3,4,159.37,2,caught,1,ODI,Netherlands,Bengaluru
Shubman Gill,208,149,19,9,139.59,2,caught,1,ODI,New Zealand,Hyderabad
Shubman Gill,40,53,6,0,75.47,2,not out,2,ODI,New Zealand,Raipur
Shubman Gill,112,78,13,5,143.58,2,caught,1,ODI,New Zealand,Indore
Shubman Gill,7,6,1,0,116.66,1,caught,2,T20I,New Zealand,Ranchi
Shubman Gill,11,9,2,0,122.22,1,caught,2,T20I,New Zealand,Lucknow
Shubman Gill,126,63,12,7,200,2,not out,1,T20I,New Zealand,Ahmedabad
Shubman Gill,26,31,5,0,83.87,2,caught,2,ODI,New Zealand,Dharamsala
Shubman Gill,80,66,8,3,121.21,2,not out,1,ODI,New Zealand,Wankhede
Shubman Gill,10,32,1,0,31.25,2,bowled,1,ODI,Pakistan,Pallekele
Shubman Gill,58,52,10,0,111.53,2,caught,1,ODI,Pakistan,Colombo (RPS)
Shubman Gill,16,11,4,0,145.45,2,caught,2,ODI,Pakistan,Ahmedabad
Shubman Gill,23,24,4,1,95.83,2,bowled,1,ODI,South Africa,Eden Gardens
Shubman Gill,0,2,0,0,0,2,lbw,1,T20I,South Africa,Gqeberha
Shubman Gill,8,6,2,0,133.33,2,lbw,1,T20I,South Africa,Johannesburg
Shubman Gill,2,12,0,0,16.66,3,caught,1,Test,South Africa,Centurion
Shubman Gill,26,37,6,0,70.27,3,bowled,3,Test,South Africa,Centurion
Shubman Gill,36,55,5,0,65.45,3,caught,2,Test,South Africa,Cape Town
Shubman Gill,10,11,2,0,90.9,3,bowled,4,Test,South Africa,Cape Town
Shubman Gill,46,36,2,3,127.77,2,bowled,1,T20I,Sri Lanka,Rajkot
Shubman Gill,70,60,11,0,116.66,2,lbw,1,ODI,Sri Lanka,Guwahati
Shubman Gill,21,12,5,0,175,2,caught,2,ODI,Sri Lanka,Eden Gardens
Shubman Gill,116,97,14,2,119.58,2,bowled,1,ODI,Sri Lanka,Thiruvananthapuram
Shubman Gill,19,25,2,0,76,2,bowled,1,ODI,Sri Lanka,Colombo (RPS)
Shubman Gill,27,19,6,0,142.1,2,not out,2,ODI,Sri Lanka,Colombo (RPS)
Shubman Gill,92,92,11,2,100,2,caught,1,ODI,Sri Lanka,Wankhede
Shubman Gill,6,11,1,0,54.54,3,caught,2,Test,West Indies,Roseau
Shubman Gill,10,12,2,0,83.33,3,caught,1,Test,West Indies,Port of Spain
Shubman Gill,29,37,1,0,78.37,3,not out,3,Test,West Indies,Port of Spain
Shubman Gill,7,16,1,0,43.75,2,caught,2,ODI,West Indies,Bridgetown
Shubman Gill,34,49,5,0,69.38,2,caught,1,ODI,West Indies,Bridgetown
Shubman Gill,85,92,11,0,92.39,2,caught,1,ODI,West Indies,Tarouba
Shubman Gill,3,9,0,0,33.33,2,stumped,2,T20I,West Indies,Tarouba
Shubman Gill,7,9,0,1,77.77,2,caught,1,T20I,West Indies,Providence
Shubman Gill,6,11,1,0,54.54,2,caught,2,T20I,West Indies,Providence
Shubman Gill,77,47,3,5,163.82,2,caught,2,T20I,West Indies,Lauderhill
Shubman Gill,9,9,1,0,100,2,lbw,1,T20I,West Indies,Lauderhill
Srikar Bharat,8,10,1,0,80,8,lbw,2,Test,Australia,Nagpur
Srikar Bharat,6,12,1,0,50,7,caught,2,Test,Australia,Delhi
Srikar Bharat,23,22,3,1,104.54,6,not out,4,Test,Australia,Delhi
Srikar Bharat,17,30,1,1,56.66,7,lbw,1,Test,Australia,Indore
Srikar Bharat,3,8,0,0,37.5,7,bowled,3,Test,Australia,Indore
Srikar Bharat,44,88,2,3,50,6,caught,2,Test,Australia,Ahmedabad
Srikar Bharat,5,15,0,0,33.33,7,bowled,2,Test,Australia,The Oval
Srikar Bharat,23,41,2,0,56.09,7,caught,4,Test,Australia,The Oval
Srikar Bharat,41,81,3,0,50.61,7,lbw,2,Test,England,Hyderabad
Srikar Bharat,28,59,3,0,47.45,8,bowled,4,Test,England,Hyderabad
Srikar Bharat,17,23,2,1,73.91,7,caught,1,Test,England,Visakhapatnam
Srikar Bharat,6,28,1,0,21.42,7,caught,3,Test,England,Visakhapatnam
Suryakumar Yadav,53,28,5,3,189.28,4,caught,1,T20I,Afghanistan,Bridgetown
Suryakumar Yadav,8,20,1,0,40,6,bowled,2,Test,Australia,Nagpur
Suryakumar Yadav,0,1,0,0,0,4,lbw,2,ODI,Australia,Wankhede
Suryakumar Yadav,0,1,0,0,0,4,lbw,1,ODI,Australia,Visakhapatnam
Suryakumar Yadav,0,1,0,0,0,7,bowled,2,ODI,Australia,Chennai
Suryakumar Yadav,50,49,5,1,102.04,6,caught,2,ODI,Australia,Mohali
Suryakumar Yadav,72,37,6,6,194.59,6,not out,1,ODI,Australia,Indore
Suryakumar Yadav,8,7,1,0,114.28,6,caught,2,ODI,Australia,Rajkot
Suryakumar Yadav,18,28,1,0,64.28,7,caught,1,ODI,Australia,Ahmedabad
Suryakumar Yadav,80,42,9,4,190.47,4,caught,2,T20I,Australia,Visakhapatnam
Suryakumar Yadav,19,10,0,2,190,4,caught,1,T20I,Australia,Thiruvananthapuram
Suryakumar Yadav,39,29,5,2,134.48,4,caught,1,T20I,Australia,Guwahati
Suryakumar Yadav,1,2,0,0,50,4,caught,1,T20I,Australia,Raipur
Suryakumar Yadav,5,7,0,0,71.42,4,caught,1,T20I,Australia,Bengaluru
Suryakumar Yadav,31,16,3,2,193.75,4,caught,1,T20I,Australia,Gros Islet
Suryakumar Yadav,26,34,3,0,76.47,6,bowled,2,ODI,Bangladesh,Colombo (RPS)
Suryakumar Yadav,6,2,0,1,300,4,caught,1,T20I,Bangladesh,North Sound
Suryakumar Yadav,49,47,4,1,104.25,6,caught,1,ODI,England,Lucknow
Suryakumar Yadav,47,36,4,2,130.55,4,caught,1,T20I,England,Providence
Suryakumar Yadav,2,4,0,0,50,4,caught,2,T20I,Ireland,New York
Suryakumar Yadav,2,1,0,0,200,6,not out,1,ODI,Netherlands,Bengaluru
Suryakumar Yadav,14,9,0,2,155.55,5,caught,1,ODI,New Zealand,Indore
Suryakumar Yadav,47,34,6,2,138.23,4,caught,2,T20I,New Zealand,Ranchi
Suryakumar Yadav,26,31,1,0,83.87,4,not out,2,T20I,New Zealand,Lucknow
Suryakumar Yadav,24,13,1,2,184.61,4,caught,1,T20I,New Zealand,Ahmedabad
Suryakumar Yadav,2,4,0,0,50,6,run out,2,ODI,New Zealand,Dharamsala
Suryakumar Yadav,1,2,0,0,50,6,caught,1,ODI,New Zealand,Wankhede
Suryakumar Yadav,7,8,1,0,87.5,5,caught,1,T20I,Pakistan,New York
Suryakumar Yadav,22,14,5,0,157.14,6,caught,1,ODI,South Africa,Eden Gardens
Suryakumar Yadav,56,36,5,3,155.55,4,caught,1,T20I,South Africa,Gqeberha
Suryakumar Yadav,100,56,7,8,178.57,4,caught,1,T20I,South Africa,Johannesburg
Suryakumar Yadav,3,4,0,0,75,4,caught,1,T20I,South Africa,Bridgetown
Suryakumar Yadav,12,9,2,0,133.33,6,caught,1,ODI,Sri Lanka,Wankhede
Suryakumar Yadav,50,49,2,2,102.04,4,not out,2,T20I,U.S.A.,New York
Suryakumar Yadav,19,25,3,1,76,3,lbw,2,ODI,West Indies,Bridgetown
Suryakumar Yadav,24,25,3,0,96,6,caught,1,ODI,West Indies,Bridgetown
Suryakumar Yadav,35,30,2,2,116.66,6,caught,1,ODI,West Indies,Tarouba
Suryakumar Yadav,21,21,2,1,100,3,caught,2,T20I,West Indies,Tarouba
Suryakumar Yadav,1,3,0,0,33.33,3,run out,1,T20I,West Indies,Providence
Suryakumar Yadav,83,44,10,4,188.63,3,caught,2,T20I,West Indies,Providence
Suryakumar Yadav,61,45,4,3,135.55,3,lbw,1,T20I,West Indies,Lauderhill
Tilak Varma,26,22,2,1,118.18,3,caught,2,T20I,Afghanistan,Mohali
Tilak Varma,12,10,2,0,120,5,caught,2,T20I,Australia,Visakhapatnam
Tilak Varma,7,2,0,1,350,6,not out,1,T20I,Australia,Thiruvananthapuram
Tilak Varma,31,24,4,0,129.16,5,not out,1,T20I,Australia,Guwahati
Tilak Varma,5,9,1,0,55.55,3,bowled,2,ODI,Bangladesh,Colombo (RPS)
Tilak Varma,55,26,2,6,211.53,3,not out,2,T20I,Bangladesh,Hangzhou
Tilak Varma,0,1,0,0,0,3,caught,2,T20I,Ireland,Dublin (Malahide)
Tilak Varma,1,2,0,0,50,3,caught,1,T20I,Ireland,Dublin (Malahide)
Tilak Varma,2,10,0,0,20,3,bowled,1,T20I,Nepal,Hangzhou
Tilak Varma,29,20,4,1,145,3,caught,1,T20I,South Africa,Gqeberha
Tilak Varma,0,1,0,0,0,3,caught,1,T20I,South Africa,Johannesburg
Tilak Varma,1,3,0,0,33.33,4,not out,2,ODI,South Africa,Johannesburg
Tilak Varma,10,30,0,0,33.33,3,caught,1,ODI,South Africa,Gqeberha
Tilak Varma,52,77,5,1,67.53,5,caught,1,ODI,South Africa,Paarl
Tilak Varma,39,22,2,3,177.27,4,caught,2,T20I,West Indies,Tarouba
Tilak Varma,51,41,5,1,124.39,4,caught,1,T20I,West Indies,Providence
Tilak Varma,49,37,4,1,132.43,4,not out,2,T20I,West Indies,Providence
Tilak Varma,7,5,1,0,140,3,not out,2,T20I,West Indies,Lauderhill
Tilak Varma,27,18,3,2,150,4,caught,1,T20I,West Indies,Lauderhill
Virat Kohli,55,56,6,0,98.21,3,not out,2,ODI,Afghanistan,Delhi
Virat Kohli,29,16,5,0,181.25,3,caught,2,T20I,Afghanistan,Indore
Virat Kohli,0,1,0,0,0,3,caught,1,T20I,Afghanistan,Bengaluru
Virat Kohli,24,24,0,1,100,2,caught,1,T20I,Afghanistan,Bridgetown
Virat Kohli,56,61,5,1,91.8,3,caught,2,ODI,Australia,Rajkot
Virat Kohli,85,116,6,0,73.27,3,caught,2,ODI,Australia,Chennai
Virat Kohli,54,63,4,0,85.71,3,bowled,1,ODI,Australia,Ahmedabad
Virat Kohli,0,5,0,0,0,2,caught,1,T20I,Australia,Gros Islet
Virat Kohli,103,97,6,4,106.18,3,not out,2,ODI,Bangladesh,Pune
Virat Kohli,37,28,1,3,132.14,2,bowled,1,T20I,Bangladesh,North Sound
Virat Kohli,0,9,0,0,0,3,caught,1,ODI,England,Lucknow
Virat Kohli,9,9,0,1,100,2,bowled,1,T20I,England,Providence
Virat Kohli,1,5,0,0,20,2,caught,2,T20I,Ireland,New York
Virat Kohli,51,56,5,1,91.07,3,bowled,1,ODI,Netherlands,Bengaluru
Virat Kohli,95,104,8,2,91.34,3,caught,2,ODI,New Zealand,Dharamsala
Virat Kohli,117,113,9,2,103.53,3,caught,1,ODI,New Zealand,Wankhede
Virat Kohli,16,18,3,0,88.88,3,caught,2,ODI,Pakistan,Ahmedabad
Virat Kohli,4,3,1,0,133.33,2,caught,1,T20I,Pakistan,New York
Virat Kohli,101,121,10,0,83.47,3,not out,1,ODI,South Africa,Eden Gardens
Virat Kohli,38,64,5,0,59.37,4,caught,1,Test,South Africa,Centurion
Virat Kohli,76,82,12,1,92.68,4,caught,3,Test,South Africa,Centurion
Virat Kohli,46,59,6,1,77.96,4,caught,2,Test,South Africa,Cape Town
Virat Kohli,12,11,2,0,109.09,4,caught,4,Test,South Africa,Cape Town
Virat Kohli,76,59,6,2,128.81,2,caught,1,T20I,South Africa,Bridgetown
Virat Kohli,3,12,0,0,25,3,caught,1,ODI,Sri Lanka,Colombo (RPS)
Virat Kohli,88,94,11,0,93.61,3,caught,1,ODI,Sri Lanka,Wankhede
Virat Kohli,0,1,0,0,0,2,caught,2,T20I,U.S.A.,New York
Yashasvi Jaiswal,68,34,5,6,200,1,caught,2,T20I,Afghanistan,Indore
Yashasvi Jaiswal,4,6,0,0,66.66,1,caught,1,T20I,Afghanistan,Bengaluru
Yashasvi Jaiswal,21,8,2,2,262.5,1,caught,2,T20I,Australia,Visakhapatnam
Yashasvi Jaiswal,53,25,9,2,212,1,caught,1,T20I,Australia,Thiruvananthapuram
Yashasvi Jaiswal,6,6,1,0,100,1,caught,1,T20I,Australia,Guwahati
Yashasvi Jaiswal,37,28,6,1,132.14,1,caught,1,T20I,Australia,Raipur
Yashasvi Jaiswal,21,15,1,2,140,1,caught,1,T20I,Australia,Bengaluru
Yashasvi Jaiswal,0,4,0,0,0,1,caught,2,T20I,Bangladesh,Hangzhou
Yashasvi Jaiswal,80,74,10,3,108.1,1,caught,2,Test,England,Hyderabad
Yashasvi Jaiswal,15,35,2,0,42.85,2,caught,4,Test,England,Hyderabad
Yashasvi Jaiswal,209,290,19,7,72.06,1,caught,1,Test,England,Visakhapatnam
Yashasvi Jaiswal,17,27,3,0,62.96,1,caught,3,Test,England,Visakhapatnam
Yashasvi Jaiswal,10,10,2,0,100,1,caught,1,Test,England,Rajkot
Yashasvi Jaiswal,214,236,14,12,90.67,1,not out,3,Test,England,Rajkot
Yashasvi Jaiswal,73,117,8,1,62.39,1,bowled,2,Test,England,Ranchi
Yashasvi Jaiswal,37,44,5,0,84.09,2,caught,4,Test,England,Ranchi
Yashasvi Jaiswal,57,58,5,3,98.27,1,stumped,2,Test,England,Dharamsala
Yashasvi Jaiswal,24,23,3,1,104.34,1,caught,2,T20I,Ireland,Dublin (Malahide)
Yashasvi Jaiswal,18,11,2,1,163.63,1,caught,1,T20I,Ireland,Dublin (Malahide)
Yashasvi Jaiswal,100,49,8,7,204.08,1,caught,1,T20I,Nepal,Hangzhou
Yashasvi Jaiswal,0,3,0,0,0,1,caught,1,T20I,South Africa,Gqeberha
Yashasvi Jaiswal,60,41,6,3,146.34,1,caught,1,T20I,South Africa,Johannesburg
Yashasvi Jaiswal,17,37,4,0,45.94,1,caught,1,Test,South Africa,Centurion
Yashasvi Jaiswal,5,18,1,0,27.77,1,caught,3,Test,South Africa,Centurion
Yashasvi Jaiswal,0,7,0,0,0,1,bowled,2,Test,South Africa,Cape Town
Yashasvi Jaiswal,28,23,6,0,121.73,1,caught,4,Test,South Africa,Cape Town
Yashasvi Jaiswal,171,387,16,1,44.18,1,caught,2,Test,West Indies,Roseau
Yashasvi Jaiswal,57,74,9,1,77.02,1,caught,1,Test,West Indies,Port of Spain
Yashasvi Jaiswal,38,30,4,1,126.66,1,caught,3,Test,West Indies,Port of Spain
Yashasvi Jaiswal,1,2,0,0,50,1,caught,2,T20I,West Indies,Providence
Yashasvi Jaiswal,84,51,11,3,164.7,1,not out,2,T20I,West Indies,Lauderhill
Yashasvi Jaiswal,5,4,1,0,125,1,caught,1,T20I,West Indies,Lauderhill
